Borough,year,month,Refuse,Paper,MGP
Brooklyn,2021,3,3534.9,442.0,439.1
Brooklyn,2021,10,3560.2,389.8,371.0
Brooklyn,2021,9,3647.7,441.7,402.3
Staten,2021,2,4382.1,618.5,592.7
Brooklyn,2020,6,5760.6,655.5,733.3
Brooklyn,2021,6,5902.7,618.8,570.0
Queens,2020,4,4698.1,586.6,940.5
Queens,2021,4,4726.6,581.9,735.6
Queens,2021,2,3871.6,517.1,658.6
Queens,2021,3,5193.9,645.4,801.2
Queens,2021,6,5657.0,655.0,785.6
Queens,2021,10,5478.9,623.7,704.1
Queens,2021,9,5677.5,709.7,765.4
Brooklyn,2020,4,5367.7,549.5,690.3
Brooklyn,2021,1,5213.7,612.6,677.7
Brooklyn,2021,5,6067.6,550.4,660.9
Brooklyn,2021,4,5397.3,540.3,632.1
Brooklyn,2021,3,5901.4,585.5,666.2
Brooklyn,2021,9,6335.7,564.2,692.2
Queens,2020,10,6140.8,550.9,950.2
Queens,2020,6,7129.4,530.1,1228.2
Queens,2021,2,3787.1,352.0,693.3
Queens,2021,9,6288.5,479.2,908.6
Bronx,2020,3,3569.3,216.1,337.3
Bronx,2021,9,4180.5,286.3,423.2
Bronx,2021,3,4039.9,268.5,413.4
Staten,2020,6,6633.5,709.1,1124.1
Staten,2020,8,6392.4,595.3,908.6
Staten,2021,1,5112.4,689.8,747.6
Staten,2021,7,6406.8,684.7,814.2
Staten,2021,9,6347.5,639.6,772.6
Bronx,2020,10,2959.5,349.8,489.3
Bronx,2020,4,2542.8,284.4,485.0
Queens,2020,6,8585.7,604.0,1246.4
Queens,2021,10,7345.5,486.4,842.2
Queens,2021,8,8054.7,526.8,911.3
Queens,2020,5,4382.4,609.6,766.9
Queens,2021,9,4581.2,683.4,641.0
Brooklyn,2020,10,5126.4,626.8,578.7
Brooklyn,2020,4,4468.6,543.4,589.2
Brooklyn,2020,1,4310.6,606.8,519.6
Brooklyn,2020,9,5053.9,587.0,554.5
Brooklyn,2021,11,1008.4,106.2,96.5
Queens,2020,4,3676.6,391.8,621.0
Queens,2021,3,4345.3,450.3,638.9
Brooklyn,2020,4,4405.4,253.4,463.6
Brooklyn,2021,1,4538.8,301.3,468.4
Brooklyn,2020,10,5295.8,301.4,503.6
Brooklyn,2020,3,4355.6,240.4,407.4
Brooklyn,2021,9,5300.9,310.8,499.5
Brooklyn,2020,7,2322.7,547.8,470.5
Brooklyn,2020,2,1812.0,491.7,390.4
Brooklyn,2021,4,2061.5,534.9,430.1
Brooklyn,2021,9,2446.6,601.6,410.1
Queens,2020,5,5416.8,398.3,607.4
Queens,2020,11,5239.0,373.5,542.2
Bronx,2020,7,4959.5,500.1,765.4
Bronx,2020,5,4506.3,417.0,702.3
Bronx,2021,7,4864.0,428.1,681.4
Bronx,2021,5,4260.3,371.4,610.2
Staten,2021,10,4855.9,466.4,491.0
Queens,2020,2,5371.4,694.6,661.4
Queens,2020,7,7653.0,890.4,946.8
Queens,2021,3,6926.8,798.0,810.3
Queens,2020,3,6163.7,788.0,785.1
Brooklyn,2020,3,4669.4,511.0,442.1
Brooklyn,2020,12,5176.3,562.8,480.0
Brooklyn,2020,7,2463.8,223.3,289.7
Brooklyn,2020,5,2157.3,191.6,267.3
Brooklyn,2021,10,2234.8,191.1,240.5
Brooklyn,2021,11,495.6,43.1,45.0
Brooklyn,2020,4,6179.6,723.8,508.4
Brooklyn,2020,9,6959.8,832.1,403.1
Brooklyn,2021,4,6116.1,699.6,399.8
Brooklyn,2020,12,6782.2,875.5,450.3
Brooklyn,2021,6,6877.2,684.4,390.7
Queens,2021,5,4294.1,357.3,585.0
Queens,2021,10,3326.5,241.7,255.6
Brooklyn,2020,12,2573.2,625.8,487.5
Brooklyn,2021,3,2653.0,545.2,455.2
Brooklyn,2021,8,2578.5,503.8,383.1
Bronx,2021,1,2954.0,328.3,398.6
Bronx,2021,3,3306.4,325.1,380.6
Queens,2020,5,3554.5,465.8,542.8
Queens,2020,10,4121.9,503.7,478.2
Queens,2020,7,4309.3,512.0,516.9
Queens,2020,5,4044.8,449.2,481.7
Queens,2021,4,3494.8,413.9,404.2
Queens,2021,7,4245.6,494.1,447.1
Queens,2021,11,910.6,102.1,90.8
Brooklyn,2020,1,3221.2,528.5,502.9
Brooklyn,2020,10,3702.3,543.0,529.8
Brooklyn,2021,4,3209.0,447.1,428.3
Brooklyn,2020,4,4078.9,284.3,459.0
Brooklyn,2020,5,4791.8,334.5,519.0
Brooklyn,2020,1,4047.7,318.6,472.3
Brooklyn,2020,8,5342.7,361.1,554.3
Brooklyn,2021,6,5453.4,364.9,524.9
Brooklyn,2021,11,1036.3,70.9,98.7
Queens,2021,3,2973.7,421.0,432.6
Queens,2021,6,3187.8,433.9,411.0
Queens,2021,5,2858.5,385.7,384.6
Bronx,2020,9,2610.6,384.0,440.9
Bronx,2020,2,1999.5,286.4,329.9
Bronx,2020,12,2536.3,426.9,473.1
Bronx,2020,1,2250.0,346.8,406.0
Bronx,2021,6,2682.3,371.8,421.5
Bronx,2021,10,2502.3,319.4,357.6
Brooklyn,2020,8,3045.1,332.7,353.8
Brooklyn,2021,7,3023.0,334.4,306.6
Brooklyn,2020,11,2839.1,346.6,329.2
Bronx,2021,7,2354.7,146.2,151.2
Brooklyn,2020,9,2575.8,125.0,217.5
Brooklyn,2020,8,2681.0,131.4,209.8
Manhattan,2021,2,3772.9,886.2,715.9
Manhattan,2021,8,4150.5,950.3,650.3
Manhattan,2021,11,767.2,83.8,73.0
Manhattan,2020,3,1722.4,455.9,339.9
Manhattan,2020,8,1816.1,349.4,293.8
Manhattan,2021,6,2010.7,505.2,332.3
Manhattan,2020,11,1920.0,420.0,309.0
Manhattan,2020,1,2608.2,315.7,317.2
Manhattan,2021,11,629.3,58.0,55.3
Bronx,2020,9,4395.7,337.2,435.2
Bronx,2020,3,3893.3,264.4,404.7
Bronx,2021,4,3700.3,269.6,338.1
Brooklyn,2020,5,5289.9,744.4,587.0
Brooklyn,2020,6,5831.8,730.3,612.6
Brooklyn,2021,2,5146.5,677.6,484.1
Brooklyn,2021,1,5452.2,827.4,565.6
Brooklyn,2021,4,5344.1,794.9,551.5
Brooklyn,2021,5,5807.5,775.4,539.0
Brooklyn,2020,11,4488.1,438.0,435.7
Brooklyn,2021,3,4691.7,490.6,481.8
Brooklyn,2020,1,3885.9,425.4,415.9
Brooklyn,2021,7,4510.9,460.0,440.3
Manhattan,2020,1,4654.9,506.7,612.3
Manhattan,2020,10,5136.1,546.0,577.3
Manhattan,2020,12,5082.2,639.3,659.9
Manhattan,2021,9,4888.0,522.4,540.1
Manhattan,2020,9,1269.8,300.8,201.5
Manhattan,2020,5,1017.3,212.6,169.1
Manhattan,2020,12,1189.7,296.3,202.2
Manhattan,2021,10,1383.8,288.0,168.1
Manhattan,2021,4,1097.1,263.6,168.5
Manhattan,2020,2,4690.8,1084.8,812.3
Manhattan,2021,2,4054.5,948.6,725.7
Manhattan,2020,5,3986.3,908.5,797.3
Manhattan,2021,5,4717.8,1088.8,761.3
Bronx,2020,10,3773.0,288.3,412.8
Bronx,2020,1,3304.4,202.3,332.1
Bronx,2021,10,3608.2,254.1,370.4
Manhattan,2020,4,2068.8,435.9,435.3
Manhattan,2020,3,2708.7,524.0,414.5
Manhattan,2021,5,2654.3,536.7,399.7
Manhattan,2020,7,2477.5,302.9,343.4
Manhattan,2020,9,2340.7,299.7,285.1
Manhattan,2021,4,1930.8,274.1,291.4
Manhattan,2021,5,2110.0,263.3,275.2
Brooklyn,2020,10,3272.6,362.4,316.8
Brooklyn,2021,1,2971.3,342.4,322.8
Brooklyn,2020,11,3132.5,299.3,252.8
Brooklyn,2021,9,3252.6,331.9,283.4
Manhattan,2021,6,2485.1,258.9,209.1
Bronx,2020,2,3240.4,250.2,420.8
Bronx,2020,9,3946.7,412.8,618.8
Bronx,2021,7,3946.8,371.4,575.5
Bronx,2021,9,3770.5,351.3,559.4
Manhattan,2021,8,2360.5,476.6,333.8
Manhattan,2020,8,1209.4,300.9,219.1
Manhattan,2021,1,1175.8,385.3,267.6
Manhattan,2021,8,1254.9,352.8,208.5
Manhattan,2021,9,1371.9,461.2,240.3
Brooklyn,2020,10,3562.6,371.2,460.0
Brooklyn,2020,5,3419.2,323.4,473.4
Bronx,2020,8,2326.3,166.0,246.3
Bronx,2021,3,2298.9,193.1,239.3
Bronx,2021,6,2651.9,261.6,300.0
